FAO_code,Latin,English,Spanish,French
lyd,Lampanyctus crocodilus,Jewel lanternfish,Madre de la anchoa,Lanterne crocodile
lye,Collybus drachme,,,
lyf,Lampanyctus festivus,,,
lyg,Lyconodes argenteus,,,
lyh,Amblydoras hancockii,Blue-eye catfish,,
lyi,Lampanyctus intricarius,,,
lyj,Lampanyctus pusillus,,,
lyk,Lycodapus derjugini,,,
lyl,Lampanyctus lineatus,,,
lym,Amblyceps mangois,,,
lyn,Lamprichthys tanganicanus,Tanganyika killifish,,
lyo,Lampanyctus macdonaldi,,,
lyp,Lampanyctus photonotus,,,
lyq,Lysiosquilla desaussurei,Queen lizard mantis,Nape reina,Squille lézard reine
lyr,Lythrurus roseipinnis,Cherryfin shiner,,
lys,Lythrurus snelsoni,Ouachita shiner,,
lyt,Linophryne algibarbata,,,
lyu,Lampanyctus cuprarius,,,
lyv,Lycenchelys brevimaxillaris,,,
lyw,Lyopsetta exilis,Slender sole,,
lyx,Latreutes anoplonyx,Medusa shrimp,Camarón medusa,Bouc méduse
lyy,Callionymus lyra,Dragonet,,
lyz,Lycodapus antarcticus,,,
lza,Lepidozygus tapeinosoma,Fusilier damselfish,,
lzb,Lycodichthys dearborni,,,
lzc,Loricariichthys anus,,,
lzd,Liza dumerili,Grooved mullet,,
lze,Luzonichthys earlei,,,
lzf,Labiobarbus festivus,Signal barb,,
lzg,Lycozoarces regani,,,
lzi,Liza subviridis,Greenback mullet,Lisa lomo verde,Mulet dos vert
lzj,Lutjanus sanguineus,Humphead snapper,Pargo cabezón,Vivaneau têtu
lzk,Liza klunzingeri,Klunzinger's mullet,,
lzm,Liza macrolepis,Largescale mullet,Lisa godeya,Mulet à grandes écailles
lzn,Leucozonia nassa,Chestnut latirus,Huso castana,Fuseau marron
lzo,Lepidisis olapa,Unbranched bamboo coral,,
lzp,Liza parsia,Goldspot mullet,Lisa mejilla dorada,Mulet joue d'or
lzq,Labiobarbus fasciatus,,,
lzr,Liza richardsonii,South African mullet,,
lzs,Liza saliens,Leaping mullet,Galúa,Mulet sauteur
lzt,Liza tade,Tade gray mullet,Lisa tade,Mulet tade
lzu,Liza tricuspidens,,,
lzv,Liza vaigiensis,Squaretail mullet,Lisa mopiro,Mulet mopiro
lzw,Labiobarbus ocellatus,,,
lzx,Lethrinus spp,,,
lzy,Lycenchelys spp,,,
lzz,Liza spp,,,
laa,Pleoticus muelleri,Argentine red shrimp,Camarón langostín argentino,Salicoque rouge d'Argentine
mab,Mycteroperca bonaci,Black grouper,Cuna bonací,Badèche bonaci
mac,Scomber scombrus,Atlantic mackerel,Caballa del Atlántico,Maquereau commun
mad,Aldrichetta forsteri,Yellow-eye mullet,,
mae,Aetobatus narinari,Spotted eagle ray,Chucho pintado,Aigle de mer léopard
maf,Aetobatus flagellum,Longheaded eagle ray,,
mag,Mactra glabrata,Smooth mactra,Mactra lisa,Mactre lisse
mah,Macronectes halli,Hall's giant petrel,Petrel gigante de Hall,Pétrel de Hall
mai,Macronectes giganteus,Antarctic giant petrel,Petrel gigante común,Pétrel géant
maj,Agonostomus telfairii,Fairy mullet,,
mak,Isurus spp,Mako sharks,Marrajos,Taupes
mal,Lutjanus malabaricus,Malabar blood snapper,Pargo malabárico,Vivaneau malabar
mam,Mammalia,Aquatic mammals nei,Mamíferos acuáticos nep,Mammifères aquatiques
man,Mobulidae,"Mantas, devil rays nei","Mantas, diablos nep","Mantes, diables de mer"
mao,Aetobatus ocellatus,,,
map,Magnisudis prionosa,Southern barracudina,Barracudina austral,Barracudine australe
maq,Metapenaeus anchistus,Spiny greasyback shrimp,,
mar,Epinephelus malabaricus,Malabar grouper,Mero malabárico,Mérou malabar
mas,Scomber japonicus,Chub mackerel,Estornino,Maquereau espagnol
mat,Mactridae,Mactra surf clams nei,Mactras y pechinas nep,Mactres et spisules
mav,Maurolicus muelleri,Silvery lightfish,,
maw,Scomberomorus tritor,West African Spanish mackerel,Carite lusitánico,Thazard blanc
max,Scombridae,Mackerels nei,Caballas nep,Maquereaux
may,Mahidolia mystacina,Flagfin prawn goby,,
maz,Scomber spp,Scomber mackerels nei,Caballas scomber nep,Maquereaux scomber
mba,Macrobrachium amazonicum,Amazonian river prawn,Camarón amazónico,Bouquet d'Amazone
mbb,Metapenaeus bennetae,Greentail shrimp,Camarón rabo verde,Crevette queue verte
mbc,Marleyella bicolorata,Comb flounder,,
mbd,Mauligobius maderensis,,,
mbe,Mugilogobius abei,,,
mbf,Mesogobius batrachocephalus,Knout goby,Gobio sapo,Gobie à tête plate
mbg,Ambassis gymnocephalus,Bald glassy,,
mbh,Amblyrhynchotes honckenii,Evileye blaasop,,
mbi,Amblychaeturichthys sciistius,,,
mbj,Ambassis jacksoniensis,,,
mbk,Macrobrachium carcinus,Painted river prawn,Camarón pintado,Bouquet pintade
mbl,Amblygobius albimaculatus,Butterfly goby,,
mbm,Macrobrachium malcolmsonii,Monsoon river prawn,Camarón monzón,Bouquet mousson
mbn,Ambassis natalensis,Slender glassy,,
mbo,Cambarus bartonii,Appalachian brook grayfish,,
mbp,Chelon bispinosus,,,
mbq,Strombus costatus,Milk conch,Cobo lechoso,Strombe laiteux
mbr,Ambassis productus,Longspine glassy,,
mbs,Minilabrus striatus,Minute wrasse,,
mbt,Mimoblennius atrocinctus,,,
mbu,Amblyeleotris aurora,Pinkbar goby,,
mbv,Malacanthus brevirostris,Quakerfish,,
mbw,Megabalanus tintinnabulum,,Claca,
mbx,Macronectes spp,Giant petrels nei,,
mby,Maroubra yasudai,Orange pipefish,,
mbz,Austromegabalanus psittacus,Giant barnacle,Picoroco gigante,Balane géante
mca,Macquaria ambigua,Golden perch,,
mcb,Congresox talabon,Yellow pike conger,,
mcc,Macrourus carinatus,Ridge scaled rattail,,
mcd,Ceratoscopelus maderensis,Madeira lantern fish,Carpintero,Lanterne de Madère
mce,Caelorinchus kermadecus,Kermadec rattail,,
mcf,Macroparalepis affinis,,,
mcg,Congresox talabonoides,Indian pike conger,,
mch,Macrourus holotrachys,Bigeye grenadier,Granadero ojisapo,Grenadier à gros yeux
mci,Microphotolepis multipunctata,,,
mcj,Cleidopus gloriamaris,Pineapplefish,,
mck,Caelorinchus kaiyomaru,Campbell whiptail,,
mcl,Scapharca subcrenata,Half-crenated ark,Arca japonesa,Arche crénelée
mcm,Coryphaenoides murrayi,Abyssal rattail,,
mcn,Malacosteus niger,Stoplight loosejaw,,
mco,Macrochirichthys macrochirus,Long pectoral-fin minnow,,
mcp,Maccullochella peelii,Murray cod,,
mcq,Chaenomugil proboscideus,Snouted mullet,,
mcr,Coryphaenoides serrulatus,Serrulate whiptail,,
mcs,Coryphaenoides subserrulatus,Longrayed whiptail,,
mct,Caelorinchus matamua,Mahia whiptail,,
mcu,Myctophum nitidulum,,,
mcv,Macrhybopsis aestivalis,Speckled chub,,
mcw,Cestraeus oxyrhynchus,Sharp-nosed river mullet,,
mcx,Microthrissa royauxi,Royal sprat,,
mcy,Microrasbora erythromicron,,,
mcz,Macoma nasuta,Bentnose macoma,Macoma de fango,Macome de vase
mda,Medialuna californiensis,Halfmoon,,
mdb,Microspathodon bairdii,Bumphead damselfish,,
mdc,Megadontognathus cuyuniense,,,
mdd,Munida hispida,Bristle squat lobster,Munida hirsuta,Galathée gavroche
mde,Mandibularca resinus,,,
mdf,Meda fulgida,Spikedace,,
mdg,Chiasmodon bolangeri,,,
mdh,Microdesmus aethiopicus,,,
mdi,Pinirampus pirinampu,Flatwhiskered catfish,,
mdj,Metapenaeopsis dalei,Kishi velvet shrimp,Camarón gamuza kishi,Crevette chamois kishi
mdk,Monodacna colorata,Coloured lagoon cockle,Berberecho coloreado,Coque de lagune colorée
mdl,Pimelodus platicirris,,,
mdm,Pimelodus maculatus,,,
mdn,Pimelodus ornatus,,,
mdo,Acanthurus monroviae,Monrovia doctorfish,Navajón caniveta,Chirurgien chas-chas
mdp,Pimelodus pictus,,,
mdq,Americardia media,Atlantic strawberry cockle,Berberecho fresa,Bucarde fraisine
mdr,Cygnodraco mawsoni,Mawson's dragonfish,,
mds,Pimelodus spegazzinii,,,
mdt,Merodontotus tigrinus,Tigerstriped catfish,,
mdu,Piramutana piramuta,,,
mdw,Macrodontogobius wilburi,Largetooth goby,,
mdx,Monodonta nebulosa,Top shell,,
mdy,Mastacembelus dayi,,,
mdz,Muraena spp,,,
meb,Melanocharacidium blennioides,,,
mec,Metanephrops challengeri,New Zealand lobster,Cigala de Nueva Zelandia,Langoustine de N.lle-Zélande
med,Menticirrhus undulatus,California kingcroaker,,
mee,Megalocottus platycephalus,Belligerent sculpin,,
mef,Eutaeniophorus festivus,Festive ribbonfish,,
meg,Lepidorhombus whiffiagonis,Megrim,Gallo del Norte,Cardine franche
meh,Mesocottus haitej,,,
mei,Mendosoma lineatum,Telescope fish,,
mej,Melanocetus johnsoni,Humpback anglerfish,,
mek,Metapenaeus alcocki,Fire shrimp,Camarón foguete,Crevette étincelle
mel,Melanostigma spp,,,
mem,Menticirrhus panamensis,Panama kingcroaker,,
men,Melichthys niger,Black triggerfish,,
meo,Menticirrhus ophicephalus,Snakehead kingcroaker,,
mep,Mesoplodon spp,Beaked whales nei,,
meq,Metapenaeopsis lamellata,Humpback shrimp,Camarón jorobado,Crevette bossue
mer,Mesopristes argenteus,Silver grunter,,
mes,Ethmidium maculatum,Pacific menhaden,Machete,Menhaden du Pacifique
met,Metapenaeus spp,Metapenaeus shrimps nei,Camarones Metapenaeus nep,Crevettes Metapenaeus
meu,Menticirrhus nasus,Highfin king croaker,,
mev,Milyeringa veritas,Cave gudgeon,,
mew,Peponocephala electra,Melon-headed whale,Calderón pequeño,Péponocéphale
mex,Metapenaeopsis toloensis,Tolo velvet shrimp,Camarón gamuza tolo,Crevette chamois tolo
mey,Metynnis argenteus,,,
mez,Malea pomum,Grinning tun,,Tonnelet lippu
mfa,Amphistichus argenteus,Barred surfperch,,
mfb,Macropharyngodon bipartitus,Rare wrasse,,
mfc,Margaritifera falcata,Western pearlshell,,
mfd,Metanephrops sinensis,China lobster,Cigala de China,Langoustine de Chine
mfe,Semicossyphus reticulatus,,,
mff,Eucinostomus melanopterus,Flagfin mojarra,Mojarrita de ley,Blanche drapeau
mfg,Macroramphosus gracilis,Slender snipefish,,
mfh,Metanephrops thomsoni,Red-banded lobster,,Langoustine à bande rouge
mfi,Metanephrops binghami,Caribbean lobster,Cigala del Caribe,Langoustine des Caraïbes
mfj,Metanephrops japonicus,Japanese lobster,Cigala japonesa,Langoustine japonaise
mfk,Metanephrops sibogae,Siboga lobster,,
mfl,Metanephrops australiensis,Northwest lobster,Cigala del noroeste,Langoustine du Nord-Ouest
mfm,Metanephrops formosanus,Formosa lobster,Cigala acorazada,Langoustine cuirassée
mfn,Metanephrops neptunus,Neptune lobster,,Langoustine Neptune
mfo,Metanephrops boschmai,Bight lobster,,
mfp,Macrorhamphosodes platycheilus,Trumpetsnout spikefish,,
mfq,Metanephrops sagamiensis,Okinawa sculptured lobster,Cigala esculpida de Okinawa,Langoustine sculptée d'Okinawa
mfr,Microgeophagus ramirezi,Ram cichlid,,
mfs,Metanephrops rubellus,Urugayian lobster,Cigala de Uruguay,Langoustine d'Uruguay
mft,Metanephrops armatus,Armoured lobster,,
mfu,Metanephrops arafurensis,Arafura lobster,Cigala de Arafura,Langoustine d'Arafura
mfv,Metanephrops velutinus,Velvet lobster,,
mfw,Microcephalophis gracilis,Small-headed sea snake,,
mfx,Stomolophus meleagris,Cannonball jellyfish,,
mfy,Margaritifera margaritifera,Eastern pearlshell,,
mfz,Marphysa sanguinea,,,
mga,Liza aurata,Golden grey mullet,Galupe,Mulet doré
mgb,Myersglanis blythii,,,
mgc,Liza ramada,Thinlip grey mullet,Morragute,Mulet porc
mgd,Magosternarchus duccis,,,
mge,Microglanis ater,,,
mgf,Megalonibea fusca,,,
mgg,Megalonema argentina,,,
mgh,Malea rigens,Pacific cask shell,Caracol bola,Tonnelet du Pacifique
mgi,Mugil incilis,Parassi mullet,Lisa rayada,Mulet parassi
mgj,Mogurnda aiwasoensis,,,
mgk,Moolgarda pedaraki,Longfin mullet,,
mgl,Malacoglanis gelatinosus,,,
mgm,Margariscus margarita,Pearl dace,,
mgn,Nematogenys inermis,,,
mgo,Myoglanis collettii,,,
mgp,Megalechis personata,,,
mgq,Metagrapsus messor,Shore crab,,
mgr,Argyrosomus regius,Meagre,Corvina,Maigre commun
mgs,Mugil spp,,,
mgt,Gavialiceps taeniola,,,
mgu,Mugil curema,White mullet,Lisa blanca,Mulet blanc
mgv,Malacocottus gibber,,,
mgw,Megalodoras irwini,,,
mgx,Microgadus proximus,Pacific tomcod,,Poulamon du Pacifique
mgy,Miuroglanis platycephalus,,,
mgz,Melongena patula,Pacific melongena,Melongena coco,Mélongène coco
mha,Brevoortia tyrannus,Atlantic menhaden,Lacha tirana,Menhaden tyran
mhb,Meiacanthus abditus,,,
mhc,Mylocheilus caurinus,Peamouth,,
mhd,Pempheris adspersus,,,
mhe,Crenimugil heterocheilus,Half fringelip mullet,,
mhf,Millepora platyphylla,Wello fire coral,,
mhg,Brevoortia patronus,Gulf menhaden,Lacha escamuda,Menhaden écailleux
mhh,Monochirus hispidus,Whiskered sole,,
mhi,Pempheris poeyi,Curved sweeper,,
mhj,Halargyreus johnsonii,Slender codling,,
mhk,Myrichthys aki,,,
mhl,Pempheris oualensis,Silver sweeper,,
mhm,Mecaenichthys immaculatus,Immaculate damsel,,
mhn,Coryphaenoides nasutus,Largenose grenadier,,
mho,Mylopharodon conocephalus,Hardhead,,
mhp,Brevoortia pectinata,Argentine menhaden,Lacha,Menhaden d'Argentine
mhq,Macrophtalmus depressus,Mud crab,,
mhr,Microdontochromis rotundiventralis,,,
mhs,Brevoortia aurea,Brazilian menhaden,Savela,Menhaden du Brésil
mht,Brevoortia smithi,Yellowfin menhaden,Lacha amarilla,Menhaden jaune
mhu,Myrophis punctatus,Speckled worm-eel,,
mhv,Pempheris vanicolensis,Vanikoro sweeper,,
mhw,Melanosuchus niger,Black caiman,,
mhx,Stomolophus nomurai,,,
mhy,Mystriophis porphyreus,,,
mhz,Menippe rumphii,Maroon stone crab,,
mia,Microchirus azevia,,,
mib,Microsternarchus bilineatus,,,
mic,Chionodraco myersi,Myers' icefish,,
mid,Micrognathus andersonii,Shortnose pipefish,,
mie,Microcharacidium eleotrioides,,,
mif,Mirolabrichthys flavoguttatus,,,
mig,Microphis argulus,Flat-nosed pipefish,,
mih,Miichthys miiuy,Mi-iuy (brown) croaker,,
mii,Mimagoniates inequalis,Croaking tetra,,
mij,Micrenophrys lilljeborgii,Norway bullhead,,
mik,Micropogonias ectenes,Slender croaker,,
mil,Chanos chanos,Milkfish,Chano,Chano
mim,Minytrema melanops,Spotted sucker,,
min,Microlepidotus inornatus,Wavyline grunt,,
mio,Mitotichthys mollisoni,Mollison's pipefish,,
mip,Microstomus pacificus,Dover sole,Soya escurridiza,Limande sole du Pacifique
miq,Menippe nodifrons,Lumpy stone crab,Cangrejo jorobado,Crabe caillou guinéen
mir,Microcanthus strigatus,Stripey,,
mis,Microcottus sellaris,Brightbelly sculpin,,
mit,Micropogonias altipinnis,Tallfin croaker,,
miu,Micronemacheilus cruciatus,,,
miv,Miracorvina angolensis,Angola croaker,,
miw,Balaenoptera acutorostrata,Minke whale,Rorcual enano,Petit rorqual
miy,Minyichthys myersi,Myers' pipefish,,
miz,Microchromis zebroides,,,
mja,Myripristis jacobus,Blackbar soldierfish,,
mjb,Metapenaeopsis barbata,Whiskered velvet shrimp,Camarón gamuza barbudo,Crevette chamois barbulée
mjc,Microstomus achne,Slime flounder,,
mjd,Metapenaeopsis borradailei,Reef shrimp,Camarón de arrecife,Crevette des récifs
mje,Metapenaeus intermedius,Middle shrimp,Camarón cintura,Crevette ceinture
mjf,Millerigobius macrocephalus,,,
mjg,Metapenaeopsis goodei,Caribbean velvet shrimp,Camarón gamuza del Caribe,Crevette chamois caraïbe
mjh,Melanochromis johannii,Bluegray mbuna,,
mji,Metapenaeopsis crassissima,Scout velvet shrimp,Camarón gamuza toro,Crevette chamois gaill
mjj,Metapenaeopsis hilarula,Minstrel shrimp,Camarón gamuza bardo,Crevette chamois ménestrel
mjk,Metapenaeus kutchensis,Ginger shrimp,Camarón jengibre,Crevette gingembre
mjl,Calamiana aliceae,,,
mjm,Moojenichthys myersi,,,
mjn,Miyakea nepa,Smalleyed squillid mantis shri,,
mjo,Ammotretis rostratus,Longsnout flounder,,
mjp,Maiopsis panamensis,Panamic spidercrab,Cangrejo araña de Panama,Crabe araignée du Panama
mjq,Mitra cornicula,Horny miter,Mitra cornea,Mitre corniculaire
mjr,Ammotretis lituratus,Tudor's flounder,,
mjs,Metapenaeus insolitus,Emerald shrimp,Camarón esmeralda,Crevette émeraude
mjt,Melanochromis auratus,Golden mbuna,,
mju,Micrometrus aurora,Reef perch,,
mjv,Metapenaeopsis acclivis,Tora velvet shrimp,Camarón gamuza tora,Crevette chamois tora
mjw,Hyas spp,"Toad, lyre crabs nei",,
mjx,Martesia striata,Striate martesia,,Martesie striée
mjy,Metapenaeus lysianassa,Bird shrimp,Camarón parancero,Crevette oiseau
mjz,Mystacoleucus marginatus,,,
mka,Marukawichthys ambulator,,,
mkb,Mochokus brevis,,,
mkc,Mycteroperca cidi,Venezuelan grouper,Cuna blanca,Badèche blanche
mkd,Macoma grandis,Grand macoma,Macoma americana,Macome américaine
mke,Mekongina erythrospila,,,
mkf,Mycteroperca fusca,Island grouper,Mero abadejo,Mérou d'île
mkg,Microchirus variegatus,Thickback sole,,
mkh,Mycteroperca phenax,Scamp,Cuna garopa,Badèche galopin
mki,Moenkhausia intermedia,,,
mkj,Mycteroperca jordani,Gulf grouper,Mero baya,Mérou golfe
mkk,Macrobrachium lanchesteri,Riceland prawn,Camarón de arrozal,Bouquet rizière
mkl,Meuschenia australis,,,
mkm,Mycteroperca microlepis,Gag,Cuna aguají,Badèche baillou
mkn,Mycteroperca interstitialis,Yellowmouth grouper,Cuna amarilla,Badèche gueule jaune
mko,Metapenaeopsis kishinouyei,Insular velvet shrimp,Camarón gamuza isleño,Crevette chamois insulaire
mkp,Mochokiella paynei,,,
mkq,Mactra achatina,Agate troughshell,,Mactre achatine
mkr,Mycteroperca rosacea,Leopard grouper,Cabrilla sardinera,Mérou léopard
mks,Mccoskerichthys sandae,Tufted blenny,,
mkt,Mycteroperca tigris,Tiger grouper,Cuna gata,Badèche tigre
mku,Mycteroperca rubra,Mottled grouper,Gitano,Badèche rouge
mkv,Mycteroperca venenosa,Yellowfin grouper,Cuna de piedra,Badèche de roche
mkw,Malakichthys wakiyae,,,
mky,Myaka myaka,Myaka,,
mkz,Macoma secta,White sand macoma,Macoma blanca,Macome blanche
mlb,Acanthopagrus berda,Goldsilk seabream,Sargo picnic,Pagre berda
mlc,Micralestes acutidens,Sharptooth tetra,,
mld,Mylossoma duriventre,,,
mle,Mataeocephalus acipenserinus,Sturgeon grenadier,,
mlf,Melanotaenia affinis,North New Guinea rainbowfish,,
mlg,Melanonus gracilis,Pelagic cod,,
mlh,Mylossoma acanthogaster,,,
mli,Macropleurodus bicolor,,,
mlj,Melichthys indicus,Indian triggerfish,,
mlk,Maccullochella ikei,Eastern freshwater cod,,
mll,Malacocephalus laevis,Softhead grenadier,,
mlm,Acanthopagrus schlegeli,Blackhead seabream,,Pagre tête noire
mln,Macolor niger,Black and white snapper,Pargo blanco y negro,Vivaneau plat
mlo,Malacocephalus occidentalis,Western softhead grenadier,,
mlp,Metaloricaria paucidens,,,
mlq,Maccullochella macquariensis,Trout cod,,
mlr,Chelon labrosus,Thicklip grey mullet,,Mulet lippu
mls,Tetrapturus audax,Striped marlin,Marlín rayado,Marlin rayé
mlt,Mataeocephalus tenuicauda,Slendertail grenadier,,
mlu,Mylossoma aureum,,,
mlv,Microlepidium verecundum,Bighead mora,,
mlx,Metapenaeopsis lata,Broad velvet shrimp,Camarón gamuza espaldudo,Crevette chamois trappue
mly,Melanorhinus cyanellus,Blackback silverside,,
mlz,Mistichthys luzonensis,,,
mma,Monopenchelys acuta,,,
mmb,Mugil rammelsbergii,,,
mmc,Muraena clepsydra,Hourglass moray,,
mmd,Metapenaeopsis andamanensis,Rice velvet shrimp,Camarón gamuza de arrozal,Crevette chamois des rizières
mme,Muraena melanotis,Honeycomb moray,,
mmf,Myomenippe fornasinii,Smooth stone crab,,
mmg,Momonatira globosus,Tadpole cod,,
mmh,Muraena helena,Mediterranean moray,,
mmi,Microstoma microstoma,Slender argentine,,
mmj,Monocentris japonica,Pineconefish,,
mmk,Micromyzon akamai,,,
mml,Muraena lentiginosa,Jewel moray,,
mmm,Mancopsetta maculata,Antarctic armless flounder,Mancolenguado antártico,Mancoglosse antarctique
mmn,Membras analis,Backwaters silverside,,
mmo,Muraena robusta,Stout moray,,
mmp,Muraena pavonina,,,
mmq,Metapenaeus moyebi,Moyebi shrimp,Camarón moyebi,Crevette moyebi
mmr,Muraena retifera,,,
mms,Muraena australiae,,,
mmt,Melamphaes acanthomus,Slender bigscale,Melánfido,
mmu,Muraena argus,White-spotted moray,,
mmv,Palaemon maculatus,Zaire prawn,Camarón zairense,Bouquet Zaïre
mmw,Mugil trichodon,,,
mmx,Metapenaeopsis mineri,Mining shrimp,Camarón gauza minero,Crevette minière
mmy,Myctophum selenops,Wisner's lantern fish,,
mmz,Macrobrachium mirabile,Shortleg river prawn,Camarón patojo,Bouquet tipattes
mna,Nansenia ardesiaca,,,
mnb,Melanostomias biseriatus,,,
mnc,Monistiancistrus carachama,,,
mnd,Monodonta labio,Labio monodont,,Monodonte lippue
mne,Melanostomias tentaculatus,,,
mnf,Amniataba affinis,Tiger grunter,,
mng,Metapenaeus stebbingi,Peregrine shrimp,Camarón peregrino,Crevette faucon
mnh,Myersina lachneri,,,
mni,Cynomacrurus piriei,Dogtooth grenadier,Granadero dentón,Grenadier denté
mnj,Macrospinosa cuja,,,
mnk,Monacanthus chinensis,Fan-bellied leatherjacket,,
mnl,Magnisudis atlantica,Duckbill barracudina,,
mnm,Melanostomias melanopogon,,,
mnn,Monocirrhus polyacanthus,Amazon leaffish,,
mno,Minous coccineus,Onestick stingfish,,
mnp,Neonesthes capensis,,,
mnq,Minous quincarinatus,,,
mnr,Menidia beryllina,Inland silverside,,
mns,Mionorus bombonensis,,,
mnt,Manta spp,Manta rays,,
mnu,Maynea puncta,,,
mnv,Melanostomias valdiviae,Valdivia black dragon fish,,
mnw,Mangarinus waterousi,,,
mnx,Macrobrachium nipponense,Oriental river prawn,Camarón nipón,Bouquet nippon
mny,Melaniris pachylepis,Thickscale silverside,,
mnz,Lophius spp,Monkfishes nei,Rapes nep,Baudroies
moa,Selene setapinnis,Atlantic moonfish,Jorobado lamparosa,Musso atlantique
mob,Scolopsis spp,Monocle breams,Besugatos,Mamilas
moc,Moapa coriacea,Moapa dace,,
mod,Modiolus spp,Horse mussels nei,Mejillónes Modiolus nep,Modioles
moe,Moxostoma erythrurum,Golden redhorse,,
mof,Mollusca,Freshwater molluscs nei,Moluscos de agua dulce nep,Mollusques d'eau douce
mog,Moxostoma congestum,Gray redhorse,,
moh,Labeo chrysophekadion,Black sharkminnow,,
moi,Moroco steindachneri,,,
moj,Gerres spp,Mojarras(=Silver-biddies) nei,Mojarras nep,Blanches
mol,Mollusca,Marine molluscs nei,Moluscos marinos nep,Mollusques marins
